Protein FDR Confidence,Accession,Description,MW [kDa],# Unique Peptides,WTR-38,WTR-40,WTR-55,R62-44,R62-54,R62-57,WTR-38,WTR-40,WTR-55,R62-44,R62-54,R62-57,Abundance Ratio (log2): (R62) / (WTR),P-Value,WTR-38,WTR-40,WTR-55,R62-44,R62-54,R62-57,WTR-38,WTR-40,WTR-55,R62-44,R62-54,R62-57,,,
High,O08749,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Dld PE=1 SV=2",54.2,11,6,11,4,10,4,6,8,14,4,14,4,7,-0.37,7.78E-01,7,11,5,10,5,8,2.86E+07,4.00E+07,1.09E+07,5.19E+07,9.75E+06,2.21E+07,,,
High,Q61171,Peroxiredoxin-2 OS=Mus musculus (Mouse) OX=10090 GN=Prdx2 PE=1 SV=3,21.8,11,9,9,8,8,6,8,15,15,11,10,10,9,-0.37,7.78E-01,7,9,9,9,8,9,2.39E+08,2.04E+08,1.43E+08,1.57E+08,1.32E+08,1.58E+08,,,
High,Q8CFI7,DNA-directed RNA polymerase II subunit RPB2 OS=Mus musculus (Mouse) OX=10090 GN=Polr2b PE=1 SV=2,133.8,9,3,4,,8,,,3,4,,8,,,0.06,7.79E-01,4,6,3,5,,,3.56E+06,2.51E+06,2.76E+05,2.63E+06,,,,,
High,P51150,Ras-related protein Rab-7a OS=Mus musculus (Mouse) OX=10090 GN=Rab7a PE=1 SV=2,23.5,14,9,9,7,13,6,7,16,12,7,21,7,11,-0.37,7.80E-01,10,15,10,15,10,14,7.21E+07,5.41E+07,2.01E+07,6.88E+07,3.22E+07,4.18E+07,,,
High,P31938,Dual specificity mitogen-activated protein kinase kinase 1 OS=Mus musculus (Mouse) OX=10090 GN=Map2k1 PE=1 SV=2,43.4,4,3,5,1,6,,,4,5,1,6,,,0.05,7.81E-01,3,4,3,4,,2,3.42E+06,6.26E+06,6.17E+05,8.40E+06,,1.50E+06,,,
High,Q93092,Transaldolase OS=Mus musculus (Mouse) OX=10090 GN=Taldo1 PE=1 SV=2,37.4,19,18,14,14,16,10,11,31,24,19,26,13,12,-0.37,7.81E-01,21,21,20,22,16,17,5.30E+08,6.28E+08,5.16E+08,5.91E+08,3.97E+08,4.10E+08,,,
High,Q9CQK7,RWD domain-containing protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Rwdd1 PE=1 SV=1,27.8,3,,1,1,3,,1,,1,1,3,,1,-0.43,7.83E-01,2,3,2,3,1,1,3.32E+06,2.64E+06,7.47E+05,3.27E+06,1.52E+06,1.96E+06,,,
High,P35700,Peroxiredoxin-1 OS=Mus musculus (Mouse) OX=10090 GN=Prdx1 PE=1 SV=1,22.2,12,13,12,11,12,8,10,41,19,14,16,12,13,-0.02,7.83E-01,13,14,13,14,11,12,6.62E+08,5.10E+08,3.37E+08,6.12E+08,5.01E+08,4.19E+08,,,
High,Q9D7B6,"Isobutyryl-CoA dehydrogenase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Acad8 PE=1 SV=2",45,8,3,6,2,7,2,3,3,6,2,7,2,3,-0.38,7.83E-01,4,7,6,7,2,5,4.43E+06,5.57E+06,2.16E+06,7.77E+06,1.37E+06,3.41E+06,,,
High,Q61191,Host cell factor 1 OS=Mus musculus (Mouse) OX=10090 GN=Hcfc1 PE=1 SV=2,210.3,12,6,9,,8,2,1,7,9,,9,2,1,-0.33,7.83E-01,7,7,3,6,2,6,8.91E+06,5.65E+06,1.37E+06,1.53E+07,3.42E+06,4.49E+06,,,
High,P35979,60S ribosomal protein L12 OS=Mus musculus (Mouse) OX=10090 GN=Rpl12 PE=1 SV=2,17.8,6,6,6,5,5,4,4,15,9,7,9,5,6,-0.37,7.85E-01,6,6,6,6,5,5,1.69E+08,5.17E+07,3.13E+07,6.47E+07,4.01E+07,3.32E+07,,,
High,Q11011,Puromycin-sensitive aminopeptidase OS=Mus musculus (Mouse) OX=10090 GN=Npepps PE=1 SV=2,103.3,29,20,19,7,22,5,9,23,20,7,22,5,9,-0.37,7.85E-01,19,21,19,20,10,18,4.31E+07,3.11E+07,2.13E+07,3.63E+07,1.70E+07,2.41E+07,,,
High,Q9R257,Heme-binding protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Hebp1 PE=1 SV=2,21.1,4,2,4,1,1,,1,2,4,1,1,,1,-0.37,7.86E-01,1,3,3,2,2,2,1.42E+06,4.70E+06,6.26E+06,3.63E+06,3.88E+06,1.14E+06,,,
High,P42932,T-complex protein 1 subunit theta OS=Mus musculus (Mouse) OX=10090 GN=Cct8 PE=1 SV=3,59.5,28,18,24,5,18,8,9,30,26,5,24,8,9,-0.37,7.86E-01,20,20,18,20,13,16,1.59E+08,6.27E+07,3.11E+07,8.11E+07,4.87E+07,3.84E+07,,,
High,P62962,Profilin-1 OS=Mus musculus (Mouse) OX=10090 GN=Pfn1 PE=1 SV=2,14.9,7,7,6,4,6,3,5,12,14,7,12,4,9,-0.37,7.87E-01,10,9,7,9,6,9,2.01E+08,1.14E+08,5.91E+07,1.08E+08,8.69E+07,8.83E+07,,,
High,P05202,"Aspartate aminotransferase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Got2 PE=1 SV=1",47.4,19,11,15,12,16,11,11,23,21,16,24,13,13,-0.03,7.87E-01,17,19,15,21,16,18,1.79E+08,2.47E+08,1.34E+08,2.86E+08,1.57E+08,1.75E+08,,,
High,P12970,60S ribosomal protein L7a OS=Mus musculus (Mouse) OX=10090 GN=Rpl7a PE=1 SV=2,30,11,8,7,3,8,4,4,18,12,3,14,5,6,-0.36,7.88E-01,11,11,10,11,5,8,1.39E+08,6.54E+07,2.89E+07,8.65E+07,5.08E+07,4.13E+07,,,
High,Q9R190,Metastasis-associated protein MTA2 OS=Mus musculus (Mouse) OX=10090 GN=Mta2 PE=1 SV=1,75,7,6,3,,3,,,6,3,,3,,,-0.39,7.88E-01,3,2,2,2,2,1,2.37E+06,1.04E+06,6.94E+05,7.97E+05,1.13E+06,4.19E+05,,,
High,Q9Z315,U4/U6.U5 tri-snRNP-associated protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Sart1 PE=1 SV=1,90.8,7,2,5,,6,,1,2,5,,7,,1,0.25,7.89E-01,2,4,1,5,,3,8.59E+05,1.44E+06,8.57E+04,2.32E+06,,4.52E+05,,,
High,Q8BKZ9,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Pdhx PE=1 SV=1",54,4,1,3,,4,,1,1,3,,4,,1,-0.38,7.89E-01,4,4,2,4,4,3,4.45E+06,4.85E+06,2.76E+06,5.08E+06,3.43E+06,2.18E+06,,,
High,Q9Z0J0,NPC intracellular cholesterol transporter 2 OS=Mus musculus (Mouse) OX=10090 GN=Npc2 PE=1 SV=1,16.4,5,3,3,2,4,1,2,3,3,3,4,1,2,-0.36,7.89E-01,4,5,4,5,4,5,2.30E+07,3.91E+07,1.39E+07,1.79E+07,1.63E+07,4.04E+07,,,
High,Q91ZR1,Ras-related protein Rab-4B OS=Mus musculus (Mouse) OX=10090 GN=Rab4b PE=1 SV=2,23.6,4,1,3,,4,1,3,1,3,,4,1,3,0.05,7.91E-01,2,3,2,4,3,3,4.61E+06,2.47E+06,7.29E+05,3.96E+06,2.55E+06,2.14E+06,,,
High,Q9D0F3,Protein ERGIC-53 OS=Mus musculus (Mouse) OX=10090 GN=Lman1 PE=1 SV=1,57.8,3,,1,,3,,,,1,,3,,,0.23,7.92E-01,2,2,2,2,1,2,2.81E+06,6.43E+05,4.16E+05,1.18E+06,1.74E+05,7.52E+05,,,
High,Q8C0M9,Isoaspartyl peptidase/L-asparaginase OS=Mus musculus (Mouse) OX=10090 GN=Asrgl1 PE=1 SV=1,33.9,12,8,8,3,11,3,3,9,9,4,13,3,4,-0.36,7.93E-01,10,11,8,11,5,7,2.55E+07,3.43E+07,1.28E+07,4.46E+07,1.98E+07,1.43E+07,,,
High,P14206,40S ribosomal protein SA OS=Mus musculus (Mouse) OX=10090 GN=Rpsa PE=1 SV=4,32.8,14,13,11,7,12,7,7,30,15,10,15,11,9,-0.36,7.93E-01,13,13,9,12,7,10,3.04E+08,1.30E+08,8.13E+07,1.76E+08,1.01E+08,1.00E+08,,,
High,P62849,40S ribosomal protein S24 OS=Mus musculus (Mouse) OX=10090 GN=Rps24 PE=1 SV=1,15.4,4,4,2,2,4,1,3,6,3,3,4,1,4,-0.03,7.93E-01,4,5,4,5,3,4,5.73E+07,2.43E+07,1.20E+07,2.62E+07,2.38E+07,2.09E+07,,,
High,Q6A4J8,Ubiquitin carboxyl-terminal hydrolase 7 OS=Mus musculus (Mouse) OX=10090 GN=Usp7 PE=1 SV=1,128.4,11,6,3,,8,,1,6,3,,8,,1,0.09,7.94E-01,5,5,3,4,1,2,8.77E+06,4.83E+06,2.49E+06,5.13E+06,1.01E+07,4.65E+06,,,
High,Q9R0P5,Destrin OS=Mus musculus (Mouse) OX=10090 GN=Dstn PE=1 SV=3,18.5,9,9,9,4,7,4,4,10,12,4,9,5,4,-0.36,7.94E-01,7,9,9,10,6,9,4.20E+07,4.50E+07,1.64E+07,5.13E+07,1.87E+07,3.27E+07,,,
High,Q6PDG5,SWI/SNF complex subunit SMARCC2 OS=Mus musculus (Mouse) OX=10090 GN=Smarcc2 PE=1 SV=2,132.5,25,13,21,3,18,2,7,15,24,3,19,2,7,-0.36,7.94E-01,15,19,13,19,11,18,2.89E+07,3.03E+07,1.09E+07,4.68E+07,1.66E+07,2.26E+07,,,
High,Q60865,Caprin-1 OS=Mus musculus (Mouse) OX=10090 GN=Caprin1 PE=1 SV=2,78.1,12,8,8,6,11,7,9,10,8,6,13,7,9,-0.36,7.95E-01,10,10,10,9,9,9,4.50E+07,2.14E+07,9.69E+06,2.11E+07,1.67E+07,1.28E+07,,,
High,Q99K48,Non-POU domain-containing octamer-binding protein OS=Mus musculus (Mouse) OX=10090 GN=Nono PE=1 SV=3,54.5,16,10,13,5,14,8,5,28,21,6,22,11,10,-0.03,7.95E-01,15,18,12,19,10,11,2.13E+08,6.48E+07,2.79E+07,8.40E+07,6.33E+07,4.71E+07,,,
High,Q9WUK2,Eukaryotic translation initiation factor 4H OS=Mus musculus (Mouse) OX=10090 GN=Eif4h PE=1 SV=3,27.3,7,5,6,4,5,3,3,6,7,4,5,3,3,-0.36,7.96E-01,6,5,5,6,6,5,5.39E+07,2.79E+07,1.68E+07,2.65E+07,2.18E+07,1.65E+07,,,
High,Q64213,Splicing factor 1 OS=Mus musculus (Mouse) OX=10090 GN=Sf1 PE=1 SV=6,70.4,6,4,3,1,5,1,3,4,3,1,5,1,3,-0.41,7.96E-01,2,3,2,4,3,3,3.20E+06,2.85E+06,9.48E+05,7.68E+06,2.12E+06,2.14E+06,,,
High,Q9CWJ9,Bifunctional purine biosynthesis protein PURH OS=Mus musculus (Mouse) OX=10090 GN=Atic PE=1 SV=2,64.2,10,6,7,2,9,4,4,7,7,2,9,4,4,-0.34,7.97E-01,8,8,5,7,5,6,3.11E+07,1.61E+07,1.59E+07,1.69E+07,1.27E+07,5.33E+06,,,
High,Q8BFZ9,Erlin-2 OS=Mus musculus (Mouse) OX=10090 GN=Erlin2 PE=1 SV=1,37.8,9,4,8,4,4,1,2,4,10,4,4,1,2,0.1,7.97E-01,5,5,3,5,2,5,6.50E+06,5.30E+06,4.00E+06,5.70E+06,8.26E+05,5.69E+06,,,
High,Q9WUU7,Cathepsin Z OS=Mus musculus (Mouse) OX=10090 GN=Ctsz PE=1 SV=1,34,6,4,5,4,4,2,3,4,6,5,4,2,3,-0.32,7.99E-01,3,5,5,5,2,4,8.51E+06,1.33E+07,7.27E+06,4.05E+06,6.80E+06,1.09E+07,,,
High,Q8BVQ5,Protein phosphatase methylesterase 1 OS=Mus musculus (Mouse) OX=10090 GN=Ppme1 PE=1 SV=5,42.2,5,3,3,,4,,1,3,3,,4,,1,0.05,7.99E-01,3,2,2,4,1,3,8.68E+06,2.99E+06,1.58E+06,6.28E+06,1.14E+06,3.09E+06,,,
High,Q9CYR6,Phosphoacetylglucosamine mutase OS=Mus musculus (Mouse) OX=10090 GN=Pgm3 PE=1 SV=1,59.4,5,2,3,,1,1,1,2,3,,1,1,1,-0.36,7.99E-01,2,3,2,2,3,3,1.88E+06,1.11E+06,4.41E+05,1.16E+06,8.70E+05,8.53E+05,,,
High,Q9JKY0,CCR4-NOT transcription complex subunit 9 OS=Mus musculus (Mouse) OX=10090 GN=Cnot9 PE=1 SV=1,33.6,3,,1,,3,,1,,1,,3,,1,0.22,8.01E-01,,2,,3,1,2,,9.04E+05,,1.43E+06,5.50E+04,1.05E+06,,,
High,Q9JMA1,Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus (Mouse) OX=10090 GN=Usp14 PE=1 SV=3,56,11,7,4,1,7,2,2,8,4,1,7,2,2,-0.4,8.01E-01,8,4,4,6,4,5,2.92E+07,3.58E+06,1.71E+06,4.42E+06,2.23E+06,2.72E+06,,,
High,Q8K1Z0,"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Coq9 PE=1 SV=1",35.1,4,,3,,2,,2,,4,,2,,2,-0.36,8.02E-01,2,2,2,2,2,2,1.80E+06,6.48E+05,2.13E+05,1.07E+06,2.55E+05,5.03E+05,,,
High,Q9CQF3,Cleavage and polyadenylation specificity factor subunit 5 OS=Mus musculus (Mouse) OX=10090 GN=Nudt21 PE=1 SV=1,26.2,8,5,6,4,8,3,4,6,6,4,8,3,4,-0.35,8.03E-01,6,8,6,7,5,5,1.78E+07,1.80E+07,7.87E+06,2.00E+07,1.39E+07,1.09E+07,,,
High,Q8K4Z3,NAD(P)H-hydrate epimerase OS=Mus musculus (Mouse) OX=10090 GN=Naxe PE=1 SV=1,31,4,1,2,1,4,1,1,1,2,1,6,2,1,0.06,8.04E-01,1,4,3,4,2,1,3.38E+06,1.97E+07,7.14E+06,1.17E+07,7.41E+06,2.87E+06,,,
High,P26443,"Glutamate dehydrogenase 1, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Glud1 PE=1 SV=1",61.3,23,19,18,12,21,13,13,26,27,12,30,14,16,-0.04,8.04E-01,23,24,21,25,17,22,1.24E+08,1.71E+08,1.61E+08,1.59E+08,6.75E+07,1.56E+08,,,
High,Q03265,"ATP synthase subunit alpha, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Atp5f1a PE=1 SV=1",59.7,30,24,22,21,25,13,18,75,42,31,43,20,27,-0.35,8.06E-01,29,32,31,33,23,26,8.51E+08,9.18E+08,4.60E+08,9.30E+08,5.41E+08,6.67E+08,,,
High,P14869,60S acidic ribosomal protein P0 OS=Mus musculus (Mouse) OX=10090 GN=Rplp0 PE=1 SV=3,34.2,11,10,11,8,11,7,8,17,20,10,15,8,11,-0.35,8.06E-01,12,12,11,12,11,12,3.21E+08,1.23E+08,6.57E+07,1.40E+08,9.65E+07,7.81E+07,,,
High,C0HKG6,Ribonuclease T2-B OS=Mus musculus (Mouse) OX=10090 GN=Rnaset2b PE=1 SV=1,29.6,4,1,3,,1,1,2,1,3,,1,1,3,-0.42,8.06E-01,1,3,2,1,1,2,9.54E+05,5.89E+06,2.05E+06,1.03E+06,1.53E+06,6.14E+06,,,
High,Q99K01,Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Pdxdc1 PE=1 SV=2,87.3,9,1,2,,8,,2,1,2,,8,,2,0.13,8.06E-01,3,3,4,6,2,4,2.56E+06,8.04E+05,1.32E+06,4.71E+06,1.26E+06,1.44E+06,,,
High,Q9CQ10,Charged multivesicular body protein 3 OS=Mus musculus (Mouse) OX=10090 GN=Chmp3 PE=1 SV=3,25.2,3,1,2,,3,,,1,2,,3,,,-0.38,8.06E-01,2,2,1,2,1,,1.39E+06,1.01E+06,3.31E+05,1.32E+06,4.54E+05,,,,
High,Q8C878,NEDD8-activating enzyme E1 catalytic subunit OS=Mus musculus (Mouse) OX=10090 GN=Uba3 PE=1 SV=2,51.7,7,3,6,,2,,1,3,7,,2,,1,-0.4,8.07E-01,5,5,3,4,4,5,7.92E+06,3.76E+06,7.28E+05,2.95E+06,2.23E+06,2.86E+06,,,
High,Q9R0P3,S-formylglutathione hydrolase OS=Mus musculus (Mouse) OX=10090 GN=Esd PE=1 SV=1,31.3,5,3,5,3,5,3,2,4,7,3,6,4,2,0.05,8.07E-01,5,5,3,4,4,4,8.61E+06,7.56E+06,3.29E+06,7.83E+06,8.76E+06,6.10E+06,,,
High,P16460,Argininosuccinate synthase OS=Mus musculus (Mouse) OX=10090 GN=Ass1 PE=1 SV=1,46.6,6,5,1,,3,2,,7,1,,3,3,,-0.35,8.08E-01,7,2,2,4,4,3,1.07E+09,4.68E+08,1.25E+09,8.44E+08,8.05E+08,1.34E+09,,,
High,Q60597,"2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Ogdh PE=1 SV=3",116.4,23,11,23,7,24,6,9,12,26,9,25,6,9,-0.35,8.08E-01,15,19,12,22,4,15,2.35E+07,4.29E+07,6.07E+06,3.58E+07,2.40E+06,1.84E+07,,,
High,P97447,Four and a half LIM domains protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Fhl1 PE=1 SV=3,31.9,7,4,6,2,6,2,3,4,6,2,6,2,3,0.04,8.09E-01,3,4,4,4,2,3,2.66E+06,3.33E+06,1.70E+06,3.34E+06,2.45E+06,2.73E+06,,,
High,P14602,Heat shock protein beta-1 OS=Mus musculus (Mouse) OX=10090 GN=Hspb1 PE=1 SV=3,23,3,3,1,1,2,1,1,4,1,1,2,1,1,0.03,8.09E-01,3,2,2,2,2,2,1.49E+07,1.28E+06,2.07E+06,1.48E+06,3.37E+06,2.11E+06,,,
High,Q9DB34,Charged multivesicular body protein 2a OS=Mus musculus (Mouse) OX=10090 GN=Chmp2a PE=1 SV=1,25.1,5,1,2,,5,1,,1,2,,5,1,,-0.41,8.09E-01,4,5,3,5,3,3,6.26E+06,2.32E+06,7.98E+05,4.54E+06,8.56E+05,1.75E+06,,,
High,E9Q557,Desmoplakin OS=Mus musculus (Mouse) OX=10090 GN=Dsp PE=1 SV=1,332.7,73,58,56,47,50,37,39,80,77,57,68,52,56,-0.35,8.10E-01,73,75,76,68,65,73,4.72E+08,3.56E+08,4.79E+08,3.30E+08,4.63E+08,3.71E+08,,,
High,Q8C437,PEX5-related protein OS=Mus musculus (Mouse) OX=10090 GN=Pex5l PE=1 SV=2,63.1,10,6,8,4,2,1,2,6,10,4,2,1,2,-0.3,8.10E-01,5,10,5,3,2,4,5.75E+06,1.50E+07,3.09E+06,4.69E+06,1.58E+06,5.66E+06,,,
High,Q3UYV9,Nuclear cap-binding protein subunit 1 OS=Mus musculus (Mouse) OX=10090 GN=Ncbp1 PE=1 SV=2,91.9,6,3,6,,4,,,5,6,,4,,,-0.36,8.11E-01,2,3,,1,2,1,1.24E+06,1.49E+06,,1.06E+06,1.40E+06,7.55E+05,,,
High,Q8R0P4,Mth938 domain-containing protein OS=Mus musculus (Mouse) OX=10090 GN=Aamdc PE=1 SV=1,13.2,5,3,2,,3,1,1,3,2,,3,1,1,-0.31,8.11E-01,4,3,2,4,4,3,8.96E+06,1.46E+07,3.23E+06,1.45E+07,6.86E+06,7.23E+06,,,
High,O70325,Phospholipid hydroperoxide glutathione peroxidase OS=Mus musculus (Mouse) OX=10090 GN=Gpx4 PE=1 SV=4,22.2,5,2,4,2,4,1,3,2,4,2,5,1,3,-0.3,8.13E-01,5,5,4,4,3,4,1.09E+07,1.71E+07,6.59E+06,1.41E+07,4.46E+06,8.88E+06,,,
High,P68181,cAMP-dependent protein kinase catalytic subunit beta OS=Mus musculus (Mouse) OX=10090 GN=Prkacb PE=1 SV=2,40.7,3,3,3,1,4,3,2,4,3,1,4,3,2,-0.4,8.13E-01,1,2,2,3,2,2,2.56E+06,2.72E+06,4.97E+05,5.27E+06,1.94E+06,1.64E+06,,,
High,P16546,"Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus (Mouse) OX=10090 GN=Sptan1 PE=1 SV=4",284.4,68,47,24,1,35,5,6,53,25,1,35,5,6,-0.05,8.13E-01,40,25,9,31,18,14,1.15E+08,2.04E+07,5.06E+06,3.16E+07,1.97E+07,1.17E+07,,,
High,Q9CQD1,Ras-related protein Rab-5A OS=Mus musculus (Mouse) OX=10090 GN=Rab5a PE=1 SV=1,23.6,6,8,9,4,7,4,4,9,11,4,10,4,5,0.02,8.13E-01,4,5,5,4,4,2,2.47E+07,8.94E+06,4.25E+06,1.16E+07,9.07E+06,2.84E+06,,,
High,Q69Z99,Zinc finger protein 512 OS=Mus musculus (Mouse) OX=10090 GN=Znf512 PE=2 SV=2,63.9,9,6,8,1,7,3,5,6,10,1,8,3,5,-0.33,8.13E-01,5,7,5,7,4,6,1.79E+07,8.29E+06,6.01E+06,1.34E+07,1.43E+06,6.62E+06,,,
High,Q9JIG8,PRA1 family protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Praf2 PE=1 SV=1,19.5,2,1,1,1,1,,2,1,1,1,1,,2,-0.36,8.15E-01,1,2,1,2,2,2,1.10E+06,3.00E+06,7.36E+06,3.63E+06,2.34E+06,2.06E+06,,,
High,Q9CVB6,Actin-related protein 2/3 complex subunit 2 OS=Mus musculus (Mouse) OX=10090 GN=Arpc2 PE=1 SV=3,34.3,8,7,5,2,6,2,3,8,5,2,6,2,3,0.03,8.16E-01,8,5,5,5,5,6,1.47E+07,9.69E+06,4.11E+06,9.89E+06,6.99E+06,1.04E+07,,,
High,Q7TQF7,Amphiphysin OS=Mus musculus (Mouse) OX=10090 GN=Amph PE=1 SV=1,75,15,3,13,3,14,3,6,3,13,3,14,4,7,0.03,8.18E-01,7,13,6,14,6,9,8.74E+06,1.45E+07,3.52E+06,1.94E+07,5.01E+06,8.95E+06,,,
High,P23198,Chromobox protein homolog 3 OS=Mus musculus (Mouse) OX=10090 GN=Cbx3 PE=1 SV=2,20.8,7,8,7,5,7,5,4,14,10,7,11,7,4,-0.33,8.18E-01,5,5,5,5,4,5,3.15E+07,1.59E+07,1.19E+07,1.85E+07,4.85E+06,1.26E+07,,,
High,Q9CPT4,Myeloid-derived growth factor OS=Mus musculus (Mouse) OX=10090 GN=Mydgf PE=1 SV=1,18,3,2,1,2,1,,1,3,1,2,1,,1,-0.39,8.18E-01,2,3,3,3,1,2,4.73E+06,3.55E+06,3.24E+06,4.76E+06,2.22E+06,2.71E+06,,,
High,P63328,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Mus musculus (Mouse) OX=10090 GN=Ppp3ca PE=1 SV=1,58.6,8,5,7,2,8,2,3,5,8,2,8,2,3,-0.29,8.19E-01,6,7,4,7,4,5,1.12E+07,1.15E+07,3.40E+06,1.10E+07,4.95E+06,9.15E+06,,,
High,O09111,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Ndufb11 PE=1 SV=2",17.4,4,1,3,,4,1,1,2,3,,4,1,1,-0.3,8.19E-01,2,3,2,3,1,2,6.11E+06,8.32E+06,3.13E+06,8.95E+06,2.28E+05,4.97E+06,,,
High,P62334,26S proteasome regulatory subunit 10B OS=Mus musculus (Mouse) OX=10090 GN=Psmc6 PE=1 SV=1,44.1,16,11,5,2,9,3,3,11,5,2,9,3,3,0.02,8.19E-01,12,11,5,12,6,7,2.12E+07,1.11E+07,2.52E+06,1.87E+07,1.13E+07,5.79E+06,,,
High,O08583,THO complex subunit 4 OS=Mus musculus (Mouse) OX=10090 GN=Alyref PE=1 SV=3,26.9,7,5,6,4,6,2,2,11,7,4,8,3,3,-0.34,8.20E-01,6,7,6,7,3,5,3.23E+07,2.12E+07,1.26E+07,3.27E+07,1.40E+07,1.67E+07,,,
High,Q62086,Serum paraoxonase/arylesterase 2 OS=Mus musculus (Mouse) OX=10090 GN=Pon2 PE=1 SV=2,39.6,3,1,3,1,2,,1,1,3,1,2,,1,0.03,8.20E-01,2,3,3,3,1,3,1.17E+06,4.30E+06,1.84E+06,5.01E+06,9.92E+05,1.88E+06,,,
High,Q61595,Kinectin OS=Mus musculus (Mouse) OX=10090 GN=Ktn1 PE=1 SV=1,152.5,42,17,33,8,32,5,15,19,36,8,36,5,17,-0.34,8.20E-01,20,35,23,36,16,26,3.54E+07,5.80E+07,1.35E+07,5.60E+07,1.47E+07,2.80E+07,,,
High,O55234,Proteasome subunit beta type-5 OS=Mus musculus (Mouse) OX=10090 GN=Psmb5 PE=1 SV=3,28.5,10,7,4,4,8,3,6,9,4,4,10,3,8,0.02,8.20E-01,8,7,7,8,6,7,2.79E+07,1.02E+07,8.25E+06,1.55E+07,9.07E+06,1.03E+07,,,
High,P35564,Calnexin OS=Mus musculus (Mouse) OX=10090 GN=Canx PE=1 SV=1,67.2,26,20,22,13,23,6,15,31,29,14,30,7,21,-0.34,8.21E-01,23,25,22,25,19,21,1.86E+08,1.65E+08,8.56E+07,2.14E+08,7.95E+07,1.30E+08,,,
High,Q8BTI8,Serine/arginine repetitive matrix protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Srrm2 PE=1 SV=3,294.7,6,1,2,,6,1,1,1,2,,6,1,1,-0.31,8.21E-01,1,2,2,3,1,1,4.73E+05,1.08E+06,3.42E+05,3.34E+06,2.78E+05,3.82E+05,,,
High,Q9CQX2,Cytochrome b5 type B OS=Mus musculus (Mouse) OX=10090 GN=Cyb5b PE=1 SV=1,16.3,4,2,2,1,4,1,1,2,2,1,5,1,1,0.03,8.21E-01,3,4,3,4,1,1,1.38E+07,9.42E+06,3.72E+06,2.82E+07,2.22E+06,9.58E+06,,,
High,P55264,Adenosine kinase OS=Mus musculus (Mouse) OX=10090 GN=Adk PE=1 SV=2,40.1,10,5,7,5,10,2,4,6,7,5,10,2,4,-0.06,8.22E-01,8,9,9,9,4,8,2.75E+07,3.62E+07,2.37E+07,4.18E+07,1.81E+07,2.65E+07,,,
High,Q99LP6,"GrpE protein homolog 1, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Grpel1 PE=1 SV=1",24.3,3,2,3,1,3,1,1,2,3,1,3,1,1,-0.39,8.22E-01,2,2,2,3,1,3,5.02E+06,2.51E+06,9.24E+05,3.42E+06,6.34E+05,1.91E+06,,,
High,P60122,RuvB-like 1 OS=Mus musculus (Mouse) OX=10090 GN=Ruvbl1 PE=1 SV=1,50.2,16,11,9,4,16,3,6,15,10,4,18,5,6,-0.04,8.23E-01,13,11,9,12,6,8,5.21E+07,1.58E+07,6.28E+06,2.16E+07,1.53E+07,9.73E+06,,,
High,P47791,"Glutathione reductase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Gsr PE=1 SV=3",53.6,11,6,8,1,9,3,4,6,9,1,10,3,4,-0.29,8.24E-01,5,9,6,9,6,7,1.18E+07,9.29E+06,3.67E+06,1.91E+07,7.60E+06,7.50E+06,,,
High,O70172,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Mus musculus (Mouse) OX=10090 GN=Pip4k2a PE=1 SV=1,46.1,5,4,7,3,5,1,2,5,9,3,5,1,2,-0.01,8.24E-01,2,4,2,4,1,2,1.14E+06,1.29E+07,3.39E+06,1.17E+07,2.17E+05,3.37E+06,,,
High,Q8C522,Endonuclease domain-containing 1 protein OS=Mus musculus (Mouse) OX=10090 GN=Endod1 PE=1 SV=2,55.2,10,7,8,3,8,2,3,8,12,3,12,2,3,-0.05,8.24E-01,8,11,7,11,4,7,1.55E+07,3.97E+07,1.41E+07,3.11E+07,9.91E+06,1.50E+07,,,
